# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Sep 13 16:22:57 AEST 2023 [seed=1694586176062]
# June_baits_deepnodesSC.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(psuedocowpox)	age(psuedocowpox)	constant.popSize	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
0	-1154710.6155145536	-216.1895109468442	-1154494.4260036068	0.8357555242054644	0.8357555242054644	18.880404048410927	0.768459	0.768459	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	1.0	-1154494.4260036068	0.0	-211.71135252420552
1000	-841133.1794352754	-17.312222133924188	-841115.8672131414	1.1218646743730765	1.1218646743730765	4.741073636663681	1.1218646743730765	1.1218646743730765	0.8232060010368684	0.9930653489026624	1.026259908113125	1.0	0.9981823632628085	1.0048941099906739	0.9775982697307302	0.2708057883138967	1.0	1.0	-841115.8672131414	0.0	-13.487000939257284
2000	-816856.5955079747	4.623099074691149	-816861.2186070494	0.4224114537328867	0.4224114537328867	1.7889343449282042	0.4224114537328867	0.4224114537328867	0.4572808228863464	0.9953926671770724	1.026259908113125	1.0	0.9981823632628085	1.0125848851019632	0.9675801763450309	0.3431692299746377	1.0	1.0	-816861.2186070494	0.0	8.005138372560879
3000	-815442.5993290818	11.314705460439301	-815453.9140345423	0.3455928114587213	0.3455928114587213	1.4792394128686	0.3455928114587213	0.3455928114587213	0.3388100640633432	0.9878701475864051	1.026259908113125	1.0028022931945062	0.9981823632628085	1.0125848851019632	0.9723004027411921	0.4037188504421471	1.0	1.0	-815453.9140345423	0.0	14.517985972344432
4000	-815109.0740591686	14.257714927804404	-815123.3317740964	0.33562098583302785	0.33562098583302785	1.4561712899081767	0.33562098583302785	0.33562098583302785	0.26293109419543503	0.9878701475864051	1.035579638163791	0.9930944583556337	0.9981823632628085	1.017125835675665	0.9681475569556969	0.4037188504421471	1.0	1.0	-815123.3317740964	0.0	17.207447770938305
5000	-815058.3406193302	15.438338653639834	-815073.7789579838	0.33650567288578304	0.33650567288578304	1.4624831152624627	0.33650567288578304	0.33650567288578304	0.13483616900447418	0.9853402096520857	1.0381095760981105	0.9930944583556337	1.0024180535536287	1.017125835675665	0.9639118666648766	0.4037188504421471	1.0	1.0	-815073.7789579838	0.0	17.720239976725495
6000	-814574.9082776688	15.862461465024113	-814590.7707391338	0.33543996837157375	0.33543996837157375	1.4523796487249108	0.33543996837157375	0.33543996837157375	0.135120704861349	0.9698760320045162	1.0484234542209712	0.98402724483991	1.0002624638757482	1.041317991099365	0.9560928139594892	0.411606786910653	1.0	1.0	-814590.7707391338	0.0	18.16224667154614
7000	-814422.6887468977	16.64318030716935	-814439.3319272049	0.33416165400063746	0.33416165400063746	1.4496353432992908	0.33416165400063746	0.33416165400063746	0.1756785320858039	0.9634441389926909	1.052953455895554	0.9802269091078744	1.0075738840305635	1.043710267822811	0.9520913441505064	0.411606786910653	1.0	1.0	-814439.3319272049	0.0	19.205452827319863
8000	-814187.0390913881	16.55355152492763	-814203.592642913	0.3327668753886718	0.3327668753886718	1.4457142728604597	0.3327668753886718	0.3327668753886718	0.14691080958600353	0.9525174369198063	1.0650088348448337	0.9751323333099865	1.012504841298483	1.0501417582788726	0.9446947953480183	0.411606786910653	1.0	1.0	-814203.592642913	0.0	18.936993907534347
9000	-813939.6023030005	16.851559840286473	-813956.4538628408	0.3314700935549778	0.3314700935549778	1.436255923659458	0.3314700935549778	0.3314700935549778	0.14189900146400009	0.9481890405125664	1.082037958333496	0.9753093215209997	1.0109115203289516	1.0544701546861126	0.9290820046178739	0.411606786910653	1.0	1.0	-813956.4538628408	0.0	19.200292105006337
10000	-813751.8429984567	16.566177844246177	-813768.409176301	0.3379067411609823	0.3379067411609823	1.4616078933539831	0.3379067411609823	0.3379067411609823	0.1897375747198433	0.9416193251438322	1.0970928317934174	0.9753093215209997	1.01616027784561	1.0557911125381885	0.9140271311579524	0.411606786910653	1.0	1.0	-813768.409176301	0.0	19.205436493483337
11000	-813715.0192066572	16.925828086551146	-813731.9450347438	0.33298249278129843	0.33298249278129843	1.4469301460599993	0.33298249278129843	0.33298249278129843	0.16576528357765627	0.9416193251438322	1.1001869779438918	0.9737471257018255	1.0177224736647843	1.0557911125381885	0.9109329850074782	0.411606786910653	1.0	1.0	-813731.9450347438	0.0	19.430017637457325
12000	-813701.0794164228	16.80177499850942	-813717.8811914213	0.33914826225412686	0.33914826225412686	1.4617690556105922	0.33914826225412686	0.33914826225412686	0.16911824748788745	0.9378863761925166	1.1001869779438918	0.9737471257018255	1.0151928101950531	1.0583207760079196	0.9146659339587938	0.411606786910653	1.0	1.0	-813717.8811914213	0.0	19.32598987551936
13000	-813606.2363362998	16.093001174850396	-813622.3293374747	0.3367657995190425	0.3367657995190425	1.4573735102452268	0.3367657995190425	0.3367657995190425	0.21313034428650218	0.9273366431344008	1.10916134862297	0.985549710876203	1.016100965533132	1.0583207760079196	0.9035305558253753	0.4102051771763566	1.0	1.0	-813622.3293374747	0.0	18.845718596414137
14000	-813507.4905207014	14.683739253013584	-813522.1742599544	0.3364127003741935	0.3364127003741935	1.4567773478920651	0.3364127003741935	0.3364127003741935	0.25802249927528303	0.9254985522554395	1.10916134862297	0.9857912137625662	1.016100965533132	1.0674114831372732	0.8960364366886199	0.4039822727703739	1.0	1.0	-813522.1742599544	0.0	17.615153729823575
15000	-813505.6049882	15.965800840431575	-813521.5707890404	0.3353963173982065	0.3353963173982065	1.4638330880128982	0.3353963173982065	0.3353963173982065	0.14106398056781744	0.9254985522554395	1.10916134862297	0.9857912137625662	1.016100965533132	1.0674114831372732	0.8960364366886199	0.4039822727703739	1.0	1.0	-813521.5707890404	0.0	18.29338207998011
16000	-813275.9431018404	16.545524278555018	-813292.488626119	0.33810930480269263	0.33810930480269263	1.4629524851861297	0.33810930480269263	0.33810930480269263	0.1821229157423051	0.9156139424710615	1.1132167924335599	0.9816665997173655	1.0218097102329269	1.0839130476412895	0.8837799075037976	0.4039822727703739	1.0	1.0	-813292.488626119	0.0	19.1285737880968
17000	-813267.7586369995	16.653353281140276	-813284.4119902806	0.3374807397035329	0.3374807397035329	1.4593979825335177	0.3374807397035329	0.3374807397035329	0.16246207063237625	0.9156139424710615	1.1169805653688183	0.9790124578031153	1.0243786160570483	1.0804047012978373	0.8836097170021202	0.40769267000454695	1.0	1.0	-813284.4119902806	0.0	19.129586327837938
18000	-813117.6192069267	16.729707842698403	-813134.3489147694	0.33458132299756044	0.33458132299756044	1.454736896891722	0.33458132299756044	0.33458132299756044	0.17484814613274008	0.9156139424710615	1.1242058820609873	0.976212651031488	1.021720140321038	1.0895311385900261	0.8727162455254	0.40769267000454695	1.0	1.0	-813134.3489147694	0.0	19.27941418720206
19000	-813110.9650968112	16.721437778644987	-813127.6865345899	0.3328914132745243	0.3328914132745243	1.4441798471690548	0.3328914132745243	0.3328914132745243	0.14831357544692425	0.9156139424710615	1.1085235575936978	0.976212651031488	1.021720140321038	1.1052134630573156	0.8727162455254	0.40769267000454695	1.0	1.0	-813127.6865345899	0.0	19.10655504770273
20000	-812865.925194102	16.93161403609794	-812882.8568081381	0.3311763951598232	0.3311763951598232	1.43941304964974	0.3311763951598232	0.3311763951598232	0.15811851947517347	0.9165029342525404	1.1216834598053276	0.9569930573402088	1.0201155694869648	1.116794561216616	0.8679104178983432	0.40769267000454695	1.0	1.0	-812882.8568081381	0.0	19.380747394849298
21000	-812859.4283427141	16.150002634963762	-812875.5783453491	0.3294144723344694	0.3294144723344694	1.4386100872629572	0.3294144723344694	0.3294144723344694	0.1337810590409016	0.9150297141362121	1.1216210855436826	0.9569930573402088	1.019450249029906	1.1183301555945893	0.8685757383554019	0.40769267000454695	1.0	1.0	-812875.5783453491	0.0	18.43199569457553
22000	-812624.2721580511	16.914455929757075	-812641.1866139809	0.3348286133530723	0.3348286133530723	1.448545327418555	0.3348286133530723	0.3348286133530723	0.17336816753626083	0.9078484163242376	1.1265668506787325	0.9509061968334682	1.016319222888023	1.13849100324601	0.8598683100295292	0.40769267000454695	1.0	1.0	-812641.1866139809	0.0	19.455661882694354
23000	-812497.6452012331	16.67412787633096	-812514.3193291094	0.338762394253461	0.338762394253461	1.4529815827446546	0.338762394253461	0.338762394253461	0.1987744987036069	0.9017557605692723	1.1265668506787325	0.9271881703266505	1.0385462148312108	1.1460746935646051	0.8598683100295292	0.40769267000454695	1.0	1.0	-812514.3193291094	0.0	19.352087369852185
24000	-812453.4950442055	16.921498056297445	-812470.4165422617	0.3341084441703543	0.3341084441703543	1.444031640386896	0.3341084441703543	0.3341084441703543	0.1820895354278471	0.897928056986737	1.130881101820687	0.9291481390445351	1.0396038654391855	1.1460746935646051	0.8563641431442508	0.4095168462782286	1.0	1.0	-812470.4165422617	0.0	19.515433411518345
25000	-812377.6965977269	16.857788342390496	-812394.5543860693	0.33005828144290905	0.33005828144290905	1.4318193964329502	0.33005828144290905	0.33005828144290905	0.19447192592609597	0.8945742743272173	1.130881101820687	0.9291481390445351	1.0396038654391855	1.1548533328293762	0.8509392865389995	0.4095168462782286	1.0	1.0	-812394.5543860693	0.0	19.51751299153243
26000	-812226.4756000079	17.139191040328434	-812243.6147910482	0.3262840362204929	0.3262840362204929	1.424109994942794	0.3262840362204929	0.3262840362204929	0.15446295402372104	0.9033716550310122	1.146259059581883	0.9058809837386473	1.0357082484374878	1.1562304579160614	0.8525495952949089	0.4095168462782286	1.0	1.0	-812243.6147910482	0.0	19.568582164345727
27000	-812169.2039118442	17.10607019786457	-812186.3099820421	0.33369818453758626	0.33369818453758626	1.4383747979024508	0.33369818453758626	0.33369818453758626	0.15263139575461765	0.9018060039083826	1.1465289010479676	0.9056111422725627	1.0372738995601174	1.1623098632504947	0.8464701899604756	0.4095168462782286	1.0	1.0	-812186.3099820421	0.0	19.523532870656613
28000	-812024.4278551115	16.057916189213334	-812040.4857713007	0.3369843176562545	0.3369843176562545	1.4550666754659707	0.3369843176562545	0.3369843176562545	0.21621587311537008	0.8941047003764595	1.1542302045798907	0.8972135378899861	1.0372738995601174	1.1707074676330713	0.8464701899604756	0.40589013534091073	1.0	1.0	-812040.4857713007	0.0	18.816376924726775
29000	-811813.5159943878	17.235026456173824	-811830.751020844	0.33076066802899556	0.33076066802899556	1.4329804025446014	0.33076066802899556	0.33076066802899556	0.15643050652296878	0.8941047003764595	1.1708329160559245	0.8830580958107248	1.0344950224800635	1.1783913459664614	0.8391179193103666	0.40589013534091073	1.0	1.0	-811830.751020844	0.0	19.669821734097432
30000	-811766.0089176119	16.543783790934572	-811782.5527014028	0.32932758586099364	0.32932758586099364	1.4364221177068635	0.32932758586099364	0.32932758586099364	0.1373621566640465	0.8941047003764595	1.172919319850737	0.8841722705500836	1.034483233177602	1.1812317812814983	0.83308869476362	0.40589013534091073	1.0	1.0	-811782.5527014028	0.0	18.848588122554617
31000	-811718.3873959769	16.846551389828818	-811735.2339473667	0.331929890437814	0.331929890437814	1.4357470701142814	0.331929890437814	0.331929890437814	0.19731432348089478	0.8881658203015051	1.1788581999256913	0.8841722705500836	1.034483233177602	1.1812317812814983	0.83308869476362	0.4160362852777997	1.0	1.0	-811735.2339473667	0.0	19.533825111904786
32000	-811713.1674193336	17.123568083632538	-811730.2909874172	0.32930528625840383	0.32930528625840383	1.4312942941313593	0.32930528625840383	0.32930528625840383	0.1520094412748007	0.8881658203015051	1.1795258342936716	0.8833058239609405	1.0353496797667452	1.180564146913518	0.83308869476362	0.4144558589135822	1.0	1.0	-811730.2909874172	0.0	19.546825577683556
33000	-811484.5941984812	10.824036197503716	-811495.4182346787	0.3292087867368538	0.3292087867368538	1.4391300717584445	0.3292087867368538	0.3292087867368538	0.3580420286383567	0.8910111969341101	1.191974306523813	0.8615855579821362	1.0353496797667452	1.1942269837784512	0.8258522750147443	0.4144558589135822	1.0	1.0	-811495.4182346787	0.0	14.104001436928634
34000	-811428.1276843522	16.45728349349154	-811444.5849678457	0.3321249073896543	0.3321249073896543	1.4363091713592104	0.3321249073896543	0.3321249073896543	0.2134974126385522	0.8811355539402465	1.1958636752919187	0.8548572373479163	1.045225322760609	1.1942269837784512	0.8286912268808585	0.4144558589135822	1.0	1.0	-811444.5849678457	0.0	19.220223068781515
35000	-811325.3036316818	16.21012315233161	-811341.5137548342	0.3315045768607493	0.3315045768607493	1.4379420733941286	0.3315045768607493	0.3315045768607493	0.12857647247145892	0.8730317227871146	1.1991017879801957	0.8548572373479163	1.0415868534194528	1.204320713820486	0.8271016846448346	0.4144558589135822	1.0	1.0	-811341.5137548342	0.0	18.4659618576484
36000	-811280.0931471108	17.268666254683566	-811297.3618133655	0.3244952496313954	0.3244952496313954	1.4224174116279555	0.3244952496313954	0.3244952496313954	0.16315500744526842	0.8730317227871146	1.1991017879801957	0.8454568180392721	1.0358245610751458	1.2112389827396002	0.8353461273786716	0.4144558589135822	1.0	1.0	-811297.3618133655	0.0	19.762681831014298
37000	-811171.1311680791	17.091796184664144	-811188.2229642638	0.3330482275097272	0.3330482275097272	1.4432482079829494	0.3330482275097272	0.3330482275097272	0.16266797154330676	0.8599475154990429	1.2038190923051804	0.8385779931442633	1.0376448826778655	1.219805683994976	0.8402048323786723	0.4144558589135822	1.0	1.0	-811188.2229642638	0.0	19.58282218508334
38000	-811001.2763124694	16.634371844967028	-811017.9106843143	0.328028153957566	0.328028153957566	1.4320594856665112	0.328028153957566	0.328028153957566	0.20435009376610344	0.8684001193307914	1.213224516645278	0.8213498157497108	1.0294249688031882	1.234104773088921	0.8334958063821108	0.4144558589135822	1.0	1.0	-811017.9106843143	0.0	19.353521375311438
39000	-810317.63407554	17.432869206419515	-810335.0669447464	0.3257786716657806	0.3257786716657806	1.4130425854594901	0.3257786716657806	0.3257786716657806	0.1989507152861997	0.8684001193307914	1.2183597399745396	0.819725968895592	1.031048815657307	1.2333411135399381	0.829124242601832	0.4144558589135822	1.0	1.0	-810335.0669447464	0.0	20.125241200076054
40000	-810164.6265418923	17.168318762493072	-810181.7948606547	0.33379484931965897	0.33379484931965897	1.4351331627019868	0.33379484931965897	0.33379484931965897	0.19529686537154492	0.8646272163110755	1.2183597399745396	0.8165859334378616	1.0313296945719848	1.2348853199405398	0.8342120957639989	0.4144558589135822	1.0	1.0	-810181.7948606547	0.0	19.842154411405698
41000	-809970.7085499855	17.036083397279356	-809987.7446333828	0.3307465506306126	0.3307465506306126	1.4256403002425568	0.3307465506306126	0.3307465506306126	0.13427378102777596	0.8463025155661765	1.2385643740007266	0.8031506727615312	1.0377237551210972	1.2348853199405398	0.8393733626099292	0.4144558589135822	1.0	1.0	-809987.7446333828	0.0	19.335279116336327
42000	-809812.010632847	16.934142481635778	-809828.9447753286	0.3301670653889691	0.3301670653889691	1.425217507410836	0.3301670653889691	0.3301670653889691	0.20165487810002666	0.8590799533322019	1.253394800607887	0.7788802162517643	1.0489985537381106	1.2348853199405398	0.8247611561294969	0.4144558589135822	1.0	1.0	-809828.9447753286	0.0	19.64001505507127
43000	-809676.304171049	17.32957261406552	-809693.6337436631	0.3320327754776767	0.3320327754776767	1.4308220200358244	0.3320327754776767	0.3320327754776767	0.17568574843705367	0.8480507152463533	1.2628317020777267	0.7637035391174989	1.0527812282364484	1.2419433207658581	0.8306894945561153	0.410212121982314	1.0	1.0	-809693.6337436631	0.0	19.889096880539554
44000	-809638.7305525934	16.83827125831374	-809655.5688238516	0.32925557804842076	0.32925557804842076	1.4267072574840178	0.32925557804842076	0.32925557804842076	0.13889812520810263	0.8480507152463533	1.2633473451359014	0.7549549830900986	1.0619243292893705	1.2419433207658581	0.8297793064724187	0.4152394304387327	1.0	1.0	-809655.5688238516	0.0	19.17289401509509
45000	-809581.1427567721	16.79777984600986	-809597.9405366181	0.3225053086593477	0.3225053086593477	1.4115110720362203	0.3225053086593477	0.3225053086593477	0.13694220933372134	0.8480507152463533	1.2633473451359014	0.7578777101703323	1.053057146796594	1.2520701237441103	0.8255969589067094	0.4152394304387327	1.0	1.0	-809597.9405366181	0.0	19.11822085769596
